Altium Designer Pick and Place Locations
C:\Users\Joris\AppData\Local\TempReleases\Snapshot\1\Assembly 01\Pick Place\H-00488-01-A.10 Pick and place.csv

========================================================================================================================
File Design Information:

Date:       01-02-21
Time:       20:57
Revision:   Not in VersionControl
Variant:    01
Units used: mm

"Designator","Comment","Layer","Footprint","Center-X(mm)","Center-Y(mm)","Rotation","Description"
"U105","24AA025E64T-I/OT","TopLayer","SOT23-6P95_270X145L35X35","-23.5000","-3.0000","270","EEPROM, 256X8, Serial, CMOS, PDSO5"
"R166","CRCW040212K0FKED","TopLayer","RESC100X50X40L25N","-27.5000","4.0000","180","RES Standard Thick Film 0402 12K0 ±1% 0,063W"
"R165","CRCW04021M00FKED","TopLayer","RESC100X50X40L25N","-43.0000","9.0000","90","RES Standard Thick Film 0402 1M00 ±1% 0,063W"
"R160","CRCW040210K0FKED","TopLayer","RESC100X50X40L25N","-23.5000","6.0000","180","RES Standard Thick Film 0402 10K0 ±1% 0,063W"
"R155","CRCW040210K0FKED","TopLayer","RESC100X50X40L25N","-27.5000","3.0000","360","RES Standard Thick Film 0402 10K0 ±1% 0,063W"
"R150","CRCW040210K0FKED","TopLayer","RESC100X50X40L25N","-42.8000","-2.0000","360","RES Standard Thick Film 0402 10K0 ±1% 0,063W"
"R146","CRCW04020000Z0ED","TopLayer","RESC100X50X40L25N","-23.5000","5.0000","180","RES Standard Thick Film 0402 0R00 ±1% 0,063W"
"C152","C0402C104K8RACTU","TopLayer","CAPC100X50X55L30N","-31.0000","8.0000","360","CAP Standard 0402 (1005) 100,0nF 10V X7R (Standard)"
"C151","C0402C104K8RACTU","TopLayer","CAPC100X50X55L30N","-27.5000","5.0000","360","CAP Standard 0402 (1005) 100,0nF 10V X7R (Standard)"
"C150","C0402C104K8RACTU","TopLayer","CAPC100X50X55L30N","-41.0000","7.0000","180","CAP Standard 0402 (1005) 100,0nF 10V X7R (Standard)"
"C149","C0402C104K8RACTU","TopLayer","CAPC100X50X55L30N","-36.9000","-4.0000","180","CAP Standard 0402 (1005) 100,0nF 10V X7R (Standard)"
"C148","C0402C105K4PACTU","TopLayer","CAPC100X50X55L30N","-42.8000","0.7000","360","CAP Standard 0402 (1005) 1,0uF 16V X5R (Standard)"
"C147","C0402C105K4PACTU","TopLayer","CAPC100X50X55L30N","-27.5000","-4.0000","180","CAP Standard 0402 (1005) 1,0uF 16V X5R (Standard)"
"C146","C0402C104K8RACTU","TopLayer","CAPC100X50X55L30N","-33.5732","-3.9999","360","CAP Standard 0402 (1005) 100,0nF 10V X7R (Standard)"
"C145","C0402C105K4PACTU","TopLayer","CAPC100X50X55L30N","-41.0000","8.0000","360","CAP Standard 0402 (1005) 1,0uF 16V X5R (Standard)"
"C144","C0402C104K8RACTU","TopLayer","CAPC100X50X55L30N","-41.0000","10.5000","180","CAP Standard 0402 (1005) 100,0nF 10V X7R (Standard)"
"C143","C0402C104K8RACTU","TopLayer","CAPC100X50X55L30N","-35.5000","9.4000","90","CAP Standard 0402 (1005) 100,0nF 10V X7R (Standard)"
"C142","C0402C105K4PACTU","TopLayer","CAPC100X50X55L30N","-42.8000","3.8000","360","CAP Standard 0402 (1005) 1,0uF 16V X5R (Standard)"
"C156","C0402C180J5GACTU","TopLayer","CAPC100X50X55L30N","-44.1098","9.9350","90","CAP Standard 0402 (1005) 18,0pF 50V C0G (Standard)"
"C155","C0402C180J5GACTU","TopLayer","CAPC100X50X55L30N","-44.1033","8.0653","270","CAP Standard 0402 (1005) 18,0pF 50V C0G (Standard)"
"C153","C0402C104K8RACTU","TopLayer","CAPC100X50X55L30N","-20.4000","-3.0000","270","CAP Standard 0402 (1005) 100,0nF 10V X7R (Standard)"
"D128","USBLC6-2P6","TopLayer","DIOSOFL6P50_160X160X95L29X26","-3.4950","29.2100","90","TVS DIODE 5.25VWM 17VC SOT666"
"D130","USBLC6-2P6","TopLayer","DIOSOFL6P50_160X160X95L29X26","-3.4950","19.0500","90","TVS DIODE 5.25VWM 17VC SOT666"
"D129","USBLC6-2P6","TopLayer","DIOSOFL6P50_160X160X95L29X26","-3.4950","24.1300","90","TVS DIODE 5.25VWM 17VC SOT666"
"R128","CRCW04021K20FKED","TopLayer","RESC100X50X40L25N","-116.5000","45.0000","180","RES Standard Thick Film 0402 1K20 ±1% 0,063W"
"R125","CRCW04021K20FKED","TopLayer","RESC100X50X40L25N","-116.5000","46.0000","180","RES Standard Thick Film 0402 1K20 ±1% 0,063W"
"R122","CRCW04021K20FKED","TopLayer","RESC100X50X40L25N","-116.5000","47.0000","180","RES Standard Thick Film 0402 1K20 ±1% 0,063W"
"R120","CRCW04021K20FKED","TopLayer","RESC100X50X40L25N","-104.5000","52.0000","90","RES Standard Thick Film 0402 1K20 ±1% 0,063W"
"R117","CRCW04021K20FKED","TopLayer","RESC100X50X40L25N","-103.5000","52.0000","90","RES Standard Thick Film 0402 1K20 ±1% 0,063W"
"R115","CRCW04021K20FKED","TopLayer","RESC100X50X40L25N","-102.5000","52.0000","90","RES Standard Thick Film 0402 1K20 ±1% 0,063W"
"R109","CRCW04021K20FKED","TopLayer","RESC100X50X40L25N","-101.5000","52.0000","90","RES Standard Thick Film 0402 1K20 ±1% 0,063W"
"R129","CRCW04021K20FKED","TopLayer","RESC100X50X40L25N","-93.5000","52.0000","90","RES Standard Thick Film 0402 1K20 ±1% 0,063W"
"R126","CRCW04021K20FKED","TopLayer","RESC100X50X40L25N","-92.5000","52.0000","90","RES Standard Thick Film 0402 1K20 ±1% 0,063W"
"R123","CRCW04021K20FKED","TopLayer","RESC100X50X40L25N","-91.5000","52.0000","90","RES Standard Thick Film 0402 1K20 ±1% 0,063W"
"R121","CRCW04021K20FKED","TopLayer","RESC100X50X40L25N","-90.5000","52.0000","90","RES Standard Thick Film 0402 1K20 ±1% 0,063W"
"R118","CRCW04021K20FKED","TopLayer","RESC100X50X40L25N","-89.5000","52.0000","90","RES Standard Thick Film 0402 1K20 ±1% 0,063W"
"R116","CRCW04021K20FKED","TopLayer","RESC100X50X40L25N","-88.5000","52.0000","90","RES Standard Thick Film 0402 1K20 ±1% 0,063W"
"R110","CRCW04021K20FKED","TopLayer","RESC100X50X40L25N","-87.5000","52.0000","90","RES Standard Thick Film 0402 1K20 ±1% 0,063W"
"Y100","TSX-322525.0000MF18X-G0","TopLayer","OSCCC320X250X60L90X110","-118.2000","42.3000","180","Parallel - Fundamental Quartz Crystal, 25MHz Nom"
"Y101","TSX-322524.0000MF15X-AC3","TopLayer","OSCCC320X250X60L90X110","-46.4000","9.0000","270","Parallel - Fundamental Quartz Crystal, 24MHz Nom"
"R196","CRCW040210K0FKED","TopLayer","RESC100X50X40L25N","-9.5000","39.0000","270","RES Standard Thick Film 0402 10K0 ±1% 0,063W"
"D114_7","USBLC6-2P6","TopLayer","DIOSOFL6P50_160X160X95L29X26","-3.4750","-24.1300","90","TVS DIODE 5.25VWM 17VC SOT666"
"D114_6","USBLC6-2P6","TopLayer","DIOSOFL6P50_160X160X95L29X26","-23.7950","-24.1300","90","TVS DIODE 5.25VWM 17VC SOT666"
"D114_5","USBLC6-2P6","TopLayer","DIOSOFL6P50_160X160X95L29X26","-44.1150","-24.1300","90","TVS DIODE 5.25VWM 17VC SOT666"
"D114_4","USBLC6-2P6","TopLayer","DIOSOFL6P50_160X160X95L29X26","-64.4350","-24.1300","90","TVS DIODE 5.25VWM 17VC SOT666"
"D114_3","USBLC6-2P6","TopLayer","DIOSOFL6P50_160X160X95L29X26","-84.7550","-24.1300","90","TVS DIODE 5.25VWM 17VC SOT666"
"D112_7","USBLC6-2P6","TopLayer","DIOSOFL6P50_160X160X95L29X26","-3.4750","-19.0500","90","TVS DIODE 5.25VWM 17VC SOT666"
"D112_6","USBLC6-2P6","TopLayer","DIOSOFL6P50_160X160X95L29X26","-23.7950","-19.0500","90","TVS DIODE 5.25VWM 17VC SOT666"
"D112_5","USBLC6-2P6","TopLayer","DIOSOFL6P50_160X160X95L29X26","-44.1150","-19.0500","90","TVS DIODE 5.25VWM 17VC SOT666"
"D112_4","USBLC6-2P6","TopLayer","DIOSOFL6P50_160X160X95L29X26","-64.4350","-19.0500","90","TVS DIODE 5.25VWM 17VC SOT666"
"D112_3","USBLC6-2P6","TopLayer","DIOSOFL6P50_160X160X95L29X26","-84.7550","-19.0500","90","TVS DIODE 5.25VWM 17VC SOT666"
"R200","CRCW04022K20FKED","TopLayer","RESC100X50X40L25N","-7.5000","32.0000","90","RES Standard Thick Film 0402 2K20 ±1% 0,063W"
"R198","CRCW040210K0FKED","TopLayer","RESC100X50X40L25N","-9.5000","32.0000","270","RES Standard Thick Film 0402 10K0 ±1% 0,063W"
"R197","CRCW04022K20FKED","TopLayer","RESC100X50X40L25N","-8.5000","39.0000","270","RES Standard Thick Film 0402 2K20 ±1% 0,063W"
"R195","CRCW040210K0FKED","TopLayer","RESC100X50X40L25N","-7.5000","39.0000","90","RES Standard Thick Film 0402 10K0 ±1% 0,063W"
"R199","CRCW040210K0FKED","TopLayer","RESC100X50X40L25N","-8.5000","32.0000","270","RES Standard Thick Film 0402 10K0 ±1% 0,063W"
"D108","USBLC6-2P6","TopLayer","DIOSOFL6P50_160X160X95L29X26","-1.2050","1.0000","90","TVS DIODE 5.25VWM 17VC SOT666"
"D110","USBLC6-2P6","TopLayer","DIOSOFL6P50_160X160X95L29X26","-1.2050","-3.0000","90","TVS DIODE 5.25VWM 17VC SOT666"
"D116","USBLC6-2P6","TopLayer","DIOSOFL6P50_160X160X95L29X26","-126.1000","1.0000","270","TVS DIODE 5.25VWM 17VC SOT666"
"D115","USBLC6-2P6","TopLayer","DIOSOFL6P50_160X160X95L29X26","-126.1000","-1.0000","270","TVS DIODE 5.25VWM 17VC SOT666"
"D117","USBLC6-2P6","TopLayer","DIOSOFL6P50_160X160X95L29X26","-126.1000","3.0000","270","TVS DIODE 5.25VWM 17VC SOT666"
"D118","USBLC6-2P6","TopLayer","DIOSOFL6P50_160X160X95L29X26","-126.1000","-3.0000","270","TVS DIODE 5.25VWM 17VC SOT666"
"D109","USBLC6-2P6","TopLayer","DIOSOFL6P50_160X160X95L29X26","-1.2050","3.0000","90","TVS DIODE 5.25VWM 17VC SOT666"
"U102_7","LTC4222IUH#PBF","TopLayer","QFN33P50_500X500X80L40X25T345","-6.8300","-33.2540","270","Power Supply Support Circuit, Adjustable, 2 Channel, CMOS, PQCC32"
"U102_6","LTC4222IUH#PBF","TopLayer","QFN33P50_500X500X80L40X25T345","-27.1500","-33.2540","270","Power Supply Support Circuit, Adjustable, 2 Channel, CMOS, PQCC32"
"U102_5","LTC4222IUH#PBF","TopLayer","QFN33P50_500X500X80L40X25T345","-47.4700","-33.2540","270","Power Supply Support Circuit, Adjustable, 2 Channel, CMOS, PQCC32"
"U102_4","LTC4222IUH#PBF","TopLayer","QFN33P50_500X500X80L40X25T345","-67.7900","-33.2540","270","Power Supply Support Circuit, Adjustable, 2 Channel, CMOS, PQCC32"
"U102_3","LTC4222IUH#PBF","TopLayer","QFN33P50_500X500X80L40X25T345","-88.1100","-33.2540","270","Power Supply Support Circuit, Adjustable, 2 Channel, CMOS, PQCC32"
"U102_2","LTC4222IUH#PBF","TopLayer","QFN33P50_500X500X80L40X25T345","-108.4300","-33.2540","270","Power Supply Support Circuit, Adjustable, 2 Channel, CMOS, PQCC32"
"U102_1","LTC4222IUH#PBF","TopLayer","QFN33P50_500X500X80L40X25T345","-128.7500","-33.2540","270","Power Supply Support Circuit, Adjustable, 2 Channel, CMOS, PQCC32"
"R145_7","CRCW040247R0FKED","TopLayer","RESC100X50X40L25N","0.9200","-40.7000","360","RES Standard Thick Film 0402 47R0 ±1% 0,063W"
"R145_6","CRCW040247R0FKED","TopLayer","RESC100X50X40L25N","-19.4000","-40.7000","360","RES Standard Thick Film 0402 47R0 ±1% 0,063W"
"R145_5","CRCW040247R0FKED","TopLayer","RESC100X50X40L25N","-39.7200","-40.7000","360","RES Standard Thick Film 0402 47R0 ±1% 0,063W"
"R145_4","CRCW040247R0FKED","TopLayer","RESC100X50X40L25N","-60.0400","-40.7000","360","RES Standard Thick Film 0402 47R0 ±1% 0,063W"
"R145_3","CRCW040247R0FKED","TopLayer","RESC100X50X40L25N","-80.3600","-40.7000","360","RES Standard Thick Film 0402 47R0 ±1% 0,063W"
"R145_2","CRCW040247R0FKED","TopLayer","RESC100X50X40L25N","-100.6800","-40.7000","360","RES Standard Thick Film 0402 47R0 ±1% 0,063W"
"R145_1","CRCW040247R0FKED","TopLayer","RESC100X50X40L25N","-121.0000","-40.7000","360","RES Standard Thick Film 0402 47R0 ±1% 0,063W"
"C141_7","C0402C104K8RACTU","TopLayer","CAPC100X50X55L30N","-10.0800","-29.2414","90","CAP Standard 0402 (1005) 100,0nF 10V X7R (Standard)"
"C141_6","C0402C104K8RACTU","TopLayer","CAPC100X50X55L30N","-30.4000","-29.2414","90","CAP Standard 0402 (1005) 100,0nF 10V X7R (Standard)"
"C141_5","C0402C104K8RACTU","TopLayer","CAPC100X50X55L30N","-50.7200","-29.2414","90","CAP Standard 0402 (1005) 100,0nF 10V X7R (Standard)"
"C141_4","C0402C104K8RACTU","TopLayer","CAPC100X50X55L30N","-71.0400","-29.2414","90","CAP Standard 0402 (1005) 100,0nF 10V X7R (Standard)"
"C141_3","C0402C104K8RACTU","TopLayer","CAPC100X50X55L30N","-91.3600","-29.2414","90","CAP Standard 0402 (1005) 100,0nF 10V X7R (Standard)"
"C141_2","C0402C104K8RACTU","TopLayer","CAPC100X50X55L30N","-111.6800","-29.2414","90","CAP Standard 0402 (1005) 100,0nF 10V X7R (Standard)"
"C141_1","C0402C104K8RACTU","TopLayer","CAPC100X50X55L30N","-132.0000","-29.2414","90","CAP Standard 0402 (1005) 100,0nF 10V X7R (Standard)"
"C139_7","C0402C104K8RACTU","TopLayer","CAPC100X50X55L30N","-10.2336","-37.3172","270","CAP Standard 0402 (1005) 100,0nF 10V X7R (Standard)"
"C139_6","C0402C104K8RACTU","TopLayer","CAPC100X50X55L30N","-30.5536","-37.3172","270","CAP Standard 0402 (1005) 100,0nF 10V X7R (Standard)"
"C139_5","C0402C104K8RACTU","TopLayer","CAPC100X50X55L30N","-50.8736","-37.3172","270","CAP Standard 0402 (1005) 100,0nF 10V X7R (Standard)"
"C139_4","C0402C104K8RACTU","TopLayer","CAPC100X50X55L30N","-71.1936","-37.3172","270","CAP Standard 0402 (1005) 100,0nF 10V X7R (Standard)"
"C139_3","C0402C104K8RACTU","TopLayer","CAPC100X50X55L30N","-91.5136","-37.3172","270","CAP Standard 0402 (1005) 100,0nF 10V X7R (Standard)"
"C139_2","C0402C104K8RACTU","TopLayer","CAPC100X50X55L30N","-111.8336","-37.3172","270","CAP Standard 0402 (1005) 100,0nF 10V X7R (Standard)"
"R144_7","CRCW04021K20FKED","TopLayer","RESC100X50X40L25N","-3.4800","-37.0000","360","RES Standard Thick Film 0402 1K20 ±1% 0,063W"
"R144_6","CRCW04021K20FKED","TopLayer","RESC100X50X40L25N","-23.8000","-37.0000","360","RES Standard Thick Film 0402 1K20 ±1% 0,063W"
"R144_5","CRCW04021K20FKED","TopLayer","RESC100X50X40L25N","-44.1200","-37.0000","360","RES Standard Thick Film 0402 1K20 ±1% 0,063W"
"R144_4","CRCW04021K20FKED","TopLayer","RESC100X50X40L25N","-64.4400","-37.0000","360","RES Standard Thick Film 0402 1K20 ±1% 0,063W"
"R144_3","CRCW04021K20FKED","TopLayer","RESC100X50X40L25N","-84.7600","-37.0000","360","RES Standard Thick Film 0402 1K20 ±1% 0,063W"
"R144_2","CRCW04021K20FKED","TopLayer","RESC100X50X40L25N","-105.0800","-37.0000","360","RES Standard Thick Film 0402 1K20 ±1% 0,063W"
"R144_1","CRCW04021K20FKED","TopLayer","RESC100X50X40L25N","-125.4000","-37.0000","360","RES Standard Thick Film 0402 1K20 ±1% 0,063W"
"R141_7","CRCW04023K90FKED","TopLayer","RESC100X50X40L25N","-3.4800","-29.5000","360","RES Standard Thick Film 0402 3K90 ±1% 0,063W"
"R141_6","CRCW04023K90FKED","TopLayer","RESC100X50X40L25N","-23.8000","-29.5000","360","RES Standard Thick Film 0402 3K90 ±1% 0,063W"
"R141_5","CRCW04023K90FKED","TopLayer","RESC100X50X40L25N","-44.1200","-29.5000","360","RES Standard Thick Film 0402 3K90 ±1% 0,063W"
"R141_4","CRCW04023K90FKED","TopLayer","RESC100X50X40L25N","-64.4400","-29.5000","360","RES Standard Thick Film 0402 3K90 ±1% 0,063W"
"R141_3","CRCW04023K90FKED","TopLayer","RESC100X50X40L25N","-84.7600","-29.5000","360","RES Standard Thick Film 0402 3K90 ±1% 0,063W"
"R141_2","CRCW04023K90FKED","TopLayer","RESC100X50X40L25N","-105.0800","-29.5000","360","RES Standard Thick Film 0402 3K90 ±1% 0,063W"
"R141_1","CRCW04023K90FKED","TopLayer","RESC100X50X40L25N","-125.4000","-29.5000","360","RES Standard Thick Film 0402 3K90 ±1% 0,063W"
"R143_7","CRCW040220K0FKED","TopLayer","RESC100X50X40L25N","-5.3800","-37.0000","360","RES Standard Thick Film 0402 20K0 ±1% 0,063W"
"R143_6","CRCW040220K0FKED","TopLayer","RESC100X50X40L25N","-25.7000","-37.0000","360","RES Standard Thick Film 0402 20K0 ±1% 0,063W"
"R143_5","CRCW040220K0FKED","TopLayer","RESC100X50X40L25N","-46.0200","-37.0000","360","RES Standard Thick Film 0402 20K0 ±1% 0,063W"
"R143_4","CRCW040220K0FKED","TopLayer","RESC100X50X40L25N","-66.3400","-37.0000","360","RES Standard Thick Film 0402 20K0 ±1% 0,063W"
"R143_3","CRCW040220K0FKED","TopLayer","RESC100X50X40L25N","-86.6600","-37.0000","360","RES Standard Thick Film 0402 20K0 ±1% 0,063W"
"R143_2","CRCW040220K0FKED","TopLayer","RESC100X50X40L25N","-106.9800","-37.0000","360","RES Standard Thick Film 0402 20K0 ±1% 0,063W"
"R143_1","CRCW040220K0FKED","TopLayer","RESC100X50X40L25N","-127.3000","-37.0000","360","RES Standard Thick Film 0402 20K0 ±1% 0,063W"
"R140_7","CRCW040210K0FKED","TopLayer","RESC100X50X40L25N","-5.3800","-29.5000","360","RES Standard Thick Film 0402 10K0 ±1% 0,063W"
"R140_6","CRCW040210K0FKED","TopLayer","RESC100X50X40L25N","-25.7000","-29.5000","360","RES Standard Thick Film 0402 10K0 ±1% 0,063W"
"R140_5","CRCW040210K0FKED","TopLayer","RESC100X50X40L25N","-46.0200","-29.5000","360","RES Standard Thick Film 0402 10K0 ±1% 0,063W"
"R140_4","CRCW040210K0FKED","TopLayer","RESC100X50X40L25N","-66.3400","-29.5000","360","RES Standard Thick Film 0402 10K0 ±1% 0,063W"
"R140_3","CRCW040210K0FKED","TopLayer","RESC100X50X40L25N","-86.6600","-29.5000","360","RES Standard Thick Film 0402 10K0 ±1% 0,063W"
"R140_2","CRCW040210K0FKED","TopLayer","RESC100X50X40L25N","-106.9800","-29.5000","360","RES Standard Thick Film 0402 10K0 ±1% 0,063W"
"R140_1","CRCW040210K0FKED","TopLayer","RESC100X50X40L25N","-127.3000","-29.5000","360","RES Standard Thick Film 0402 10K0 ±1% 0,063W"
"D113_7","USBLC6-2P6","TopLayer","DIOSOFL6P50_160X160X95L29X26","-3.4750","-21.5900","90","TVS DIODE 5.25VWM 17VC SOT666"
"D113_6","USBLC6-2P6","TopLayer","DIOSOFL6P50_160X160X95L29X26","-23.7950","-21.5900","90","TVS DIODE 5.25VWM 17VC SOT666"
"D113_5","USBLC6-2P6","TopLayer","DIOSOFL6P50_160X160X95L29X26","-44.1150","-21.5900","90","TVS DIODE 5.25VWM 17VC SOT666"
"D113_4","USBLC6-2P6","TopLayer","DIOSOFL6P50_160X160X95L29X26","-64.4350","-21.5900","90","TVS DIODE 5.25VWM 17VC SOT666"
"D113_3","USBLC6-2P6","TopLayer","DIOSOFL6P50_160X160X95L29X26","-84.7550","-21.5900","90","TVS DIODE 5.25VWM 17VC SOT666"
"D111_7","USBLC6-2P6","TopLayer","DIOSOFL6P50_160X160X95L29X26","-3.4750","-16.5100","90","TVS DIODE 5.25VWM 17VC SOT666"
"D111_6","USBLC6-2P6","TopLayer","DIOSOFL6P50_160X160X95L29X26","-23.7950","-16.5100","90","TVS DIODE 5.25VWM 17VC SOT666"
"D111_5","USBLC6-2P6","TopLayer","DIOSOFL6P50_160X160X95L29X26","-44.1150","-16.5100","90","TVS DIODE 5.25VWM 17VC SOT666"
"D111_4","USBLC6-2P6","TopLayer","DIOSOFL6P50_160X160X95L29X26","-64.4350","-16.5100","90","TVS DIODE 5.25VWM 17VC SOT666"
"D111_3","USBLC6-2P6","TopLayer","DIOSOFL6P50_160X160X95L29X26","-84.7550","-16.5100","90","TVS DIODE 5.25VWM 17VC SOT666"
"C161","C0402C104K8RACTU","TopLayer","CAPC100X50X55L30N","-110.0000","-0.5000","360","CAP Standard 0402 (1005) 100,0nF 10V X7R (Standard)"
"R142_7","WSL0805R0250FEA18","TopLayer","RESC200X125X70L40N","-7.9800","-39.5000","180","RES Power Metal Strip 0805 0R025 ±1% 0,125W"
"R142_6","WSL0805R0250FEA18","TopLayer","RESC200X125X70L40N","-28.3000","-39.5000","180","RES Power Metal Strip 0805 0R025 ±1% 0,125W"
"R142_5","WSL0805R0250FEA18","TopLayer","RESC200X125X70L40N","-48.6200","-39.5000","180","RES Power Metal Strip 0805 0R025 ±1% 0,125W"
"R142_4","WSL0805R0250FEA18","TopLayer","RESC200X125X70L40N","-68.9400","-39.5000","180","RES Power Metal Strip 0805 0R025 ±1% 0,125W"
"R142_3","WSL0805R0250FEA18","TopLayer","RESC200X125X70L40N","-89.2600","-39.5000","180","RES Power Metal Strip 0805 0R025 ±1% 0,125W"
"R142_2","WSL0805R0250FEA18","TopLayer","RESC200X125X70L40N","-109.5800","-39.5000","180","RES Power Metal Strip 0805 0R025 ±1% 0,125W"
"R142_1","WSL0805R0250FEA18","TopLayer","RESC200X125X70L40N","-129.9000","-39.5000","180","RES Power Metal Strip 0805 0R025 ±1% 0,125W"
"Q101_7","BUK7D25-40EX","TopLayer","NEXPERIA_SOT1220","-4.9175","-39.5000","360","BUK7D25 Series 40V Surface-Mounted N-channel Trench MOSFET - SOT1118"
"Q101_6","BUK7D25-40EX","TopLayer","NEXPERIA_SOT1220","-25.2375","-39.5000","360","BUK7D25 Series 40V Surface-Mounted N-channel Trench MOSFET - SOT1118"
"Q101_5","BUK7D25-40EX","TopLayer","NEXPERIA_SOT1220","-45.5575","-39.5000","360","BUK7D25 Series 40V Surface-Mounted N-channel Trench MOSFET - SOT1118"
"Q101_4","BUK7D25-40EX","TopLayer","NEXPERIA_SOT1220","-65.8775","-39.5000","360","BUK7D25 Series 40V Surface-Mounted N-channel Trench MOSFET - SOT1118"
"Q101_3","BUK7D25-40EX","TopLayer","NEXPERIA_SOT1220","-86.1975","-39.5000","360","BUK7D25 Series 40V Surface-Mounted N-channel Trench MOSFET - SOT1118"
"Q101_2","BUK7D25-40EX","TopLayer","NEXPERIA_SOT1220","-106.5175","-39.5000","360","BUK7D25 Series 40V Surface-Mounted N-channel Trench MOSFET - SOT1118"
"Q101_1","BUK7D25-40EX","TopLayer","NEXPERIA_SOT1220","-126.8375","-39.5000","360","BUK7D25 Series 40V Surface-Mounted N-channel Trench MOSFET - SOT1118"
"Q100_7","BUK7D25-40EX","TopLayer","NEXPERIA_SOT1220","-4.9175","-26.9000","360","BUK7D25 Series 40V Surface-Mounted N-channel Trench MOSFET - SOT1118"
"Q100_6","BUK7D25-40EX","TopLayer","NEXPERIA_SOT1220","-25.2375","-26.9000","360","BUK7D25 Series 40V Surface-Mounted N-channel Trench MOSFET - SOT1118"
"Q100_5","BUK7D25-40EX","TopLayer","NEXPERIA_SOT1220","-45.5575","-26.9000","360","BUK7D25 Series 40V Surface-Mounted N-channel Trench MOSFET - SOT1118"
"Q100_4","BUK7D25-40EX","TopLayer","NEXPERIA_SOT1220","-65.8775","-26.9000","360","BUK7D25 Series 40V Surface-Mounted N-channel Trench MOSFET - SOT1118"
"Q100_3","BUK7D25-40EX","TopLayer","NEXPERIA_SOT1220","-86.1975","-26.9000","360","BUK7D25 Series 40V Surface-Mounted N-channel Trench MOSFET - SOT1118"
"Q100_2","BUK7D25-40EX","TopLayer","NEXPERIA_SOT1220","-106.5175","-26.9000","360","BUK7D25 Series 40V Surface-Mounted N-channel Trench MOSFET - SOT1118"
"Q100_1","BUK7D25-40EX","TopLayer","NEXPERIA_SOT1220","-126.8375","-26.9000","360","BUK7D25 Series 40V Surface-Mounted N-channel Trench MOSFET - SOT1118"
"J108","74990101241","TopLayer","WURTH_74990101241","-64.2500","44.3800","180","Datacom Transformer"
"MH113","MOUNTING-HOLE","TopLayer","MTGP510H260V8H25","-101.6000","-61.2500","0","Mounting Hole"
"MH112","MOUNTING-HOLE","TopLayer","MTGP510H260V8H25","-121.9200","-61.2500","0","Mounting Hole"
"MH111","MOUNTING-HOLE","TopLayer","MTGP510H260V8H25","-60.9600","-61.2500","0","Mounting Hole"
"MH110","MOUNTING-HOLE","TopLayer","MTGP510H260V8H25","-81.2800","-61.2500","0","Mounting Hole"
"MH109","MOUNTING-HOLE","TopLayer","MTGP510H260V8H25","-20.3200","-61.2500","0","Mounting Hole"
"MH108","MOUNTING-HOLE","TopLayer","MTGP510H260V8H25","-40.6400","-61.2500","0","Mounting Hole"
"MH107","MOUNTING-HOLE","TopLayer","MTGP510H260V8H25","-121.9200","61.2500","0","Mounting Hole"
"MH106","MOUNTING-HOLE","TopLayer","MTGP510H260V8H25","0.0000","-61.2500","0","Mounting Hole"
"MH105","MOUNTING-HOLE","TopLayer","MTGP510H260V8H25","-81.2800","61.2500","0","Mounting Hole"
"MH104","MOUNTING-HOLE","TopLayer","MTGP510H260V8H25","-101.6000","61.2500","0","Mounting Hole"
"MH103","MOUNTING-HOLE","TopLayer","MTGP510H260V8H25","-40.6400","61.2500","0","Mounting Hole"
"MH102","MOUNTING-HOLE","TopLayer","MTGP510H260V8H25","-60.9600","61.2500","0","Mounting Hole"
"MH101","MOUNTING-HOLE","TopLayer","MTGP510H260V8H25","0.0000","61.2500","0","Mounting Hole"
"MH100","MOUNTING-HOLE","TopLayer","MTGP510H260V8H25","-20.3200","61.2500","0","Mounting Hole"
"U103_7","SN74LVC1G125DCKR","TopLayer","SOT23-5P65_210X110L36X22","-8.5550","-22.8600","360","Bus Driver, LVC/LCX/Z Series, 1-Func, 1-Bit, True Output, CMOS, PDSO5"
"U103_6","SN74LVC1G125DCKR","TopLayer","SOT23-5P65_210X110L36X22","-28.8750","-22.8600","360","Bus Driver, LVC/LCX/Z Series, 1-Func, 1-Bit, True Output, CMOS, PDSO5"
"U103_5","SN74LVC1G125DCKR","TopLayer","SOT23-5P65_210X110L36X22","-49.1950","-22.8600","360","Bus Driver, LVC/LCX/Z Series, 1-Func, 1-Bit, True Output, CMOS, PDSO5"
"U103_4","SN74LVC1G125DCKR","TopLayer","SOT23-5P65_210X110L36X22","-69.5150","-22.8600","360","Bus Driver, LVC/LCX/Z Series, 1-Func, 1-Bit, True Output, CMOS, PDSO5"
"U103_3","SN74LVC1G125DCKR","TopLayer","SOT23-5P65_210X110L36X22","-89.8350","-22.8600","360","Bus Driver, LVC/LCX/Z Series, 1-Func, 1-Bit, True Output, CMOS, PDSO5"
"U103_2","SN74LVC1G125DCKR","TopLayer","SOT23-5P65_210X110L36X22","-110.1550","-22.8600","360","Bus Driver, LVC/LCX/Z Series, 1-Func, 1-Bit, True Output, CMOS, PDSO5"
